buildA,buildB,labelA,labelB,seedIndex,seed,winner,durationSeconds,timeout,hpA,hpB
longshot-base,gunner-base,Longshot base,Gunner base,12,1576693826,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,13,1593471445,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,14,1476028112,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,15,1492805731,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,16,1509583350,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,17,1526360969,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,18,1677359540,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,19,1694137159,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,20,1845577015,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,21,1828799396,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,22,1879132253,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,23,1862354634,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,24,1778466539,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,25,1761688920,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,26,1812021777,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,27,1795244158,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,28,1711356063,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,29,1694578444,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,30,1744764206,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,31,1761541825,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,32,1711208968,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,33,1727986587,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,34,1811874682,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,35,1828652301,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,36,1778319444,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,37,1795097063,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,38,1610543254,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,39,1627320873,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,40,3925016033,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,41,3908238414,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,42,3891460795,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,43,3874683176,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,44,3992126509,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,45,3975348890,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,46,3958571271,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,47,3941793652,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,48,3790795081,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,49,3774017462,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,50,1676667992,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,51,1693445611,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,52,1710223230,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,53,1727000849,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,54,1743778468,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,55,1760556087,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,56,1777333706,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,57,1794111325,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,58,1542447040,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,59,1559224659,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,60,3589757843,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,61,3572980224,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,62,3623313081,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,63,3606535462,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,64,3656868319,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,65,3640090700,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,66,3690423557,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,67,3673645938,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,68,3723978795,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,69,3707201176,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,70,4025828842,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,71,4042606461,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,72,3992273604,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,73,4009051223,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,74,3958718366,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,75,3975495985,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,76,3925163128,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,77,3941940747,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,78,3891607890,b,18.1,false,0,145
longshot-base,gunner-base,Longshot base,Gunner base,79,3908385509,b,18.1,false,0,145
longshot-base,mage-base,Longshot base,Mage base,0,480798316,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,1,497575935,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,2,514353554,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,3,531131173,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,4,413687840,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,5,430465459,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,6,447243078,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,7,464020697,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,8,615019268,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,9,631796887,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,10,2132503261,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,11,2115725642,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,12,2098948023,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,13,2082170404,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,14,2065392785,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,15,2048615166,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,16,2031837547,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,17,2015059928,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,18,1998282309,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,19,1981504690,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,20,3843967494,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,21,3860745113,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,22,3810412256,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,23,3827189875,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,24,3911077970,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,25,3927855589,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,26,3877522732,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,27,3894300351,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,28,3978188446,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,29,3994966065,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,30,3944780303,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,31,3928002684,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,32,3978335541,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,33,3961557922,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,34,3877669827,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,35,3860892208,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,36,3911225065,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,37,3894447446,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,38,4079001255,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,39,4062223636,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,40,3775871280,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,41,3792648899,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,42,3809426518,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,43,3826204137,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,44,3842981756,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,45,3859759375,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,46,3876536994,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,47,3893314613,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,48,3910092232,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,49,3926869851,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,50,3876684089,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,51,3859906470,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,52,3843128851,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,53,3826351232,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,54,3943794565,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,55,3927016946,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,56,3910239327,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,57,3893461708,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,58,4010905041,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,59,3994127422,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,60,1830064834,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,61,1846842453,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,62,1796509596,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,63,1813287215,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,64,1762954358,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,65,1779731977,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,66,1729399120,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,67,1746176739,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,68,1964285786,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,69,1981063405,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,70,1930877643,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,71,1914100024,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,72,1964432881,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,73,1947655262,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,74,1997988119,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,75,1981210500,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,76,2031543357,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,77,2014765738,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,78,1796656691,b,13,false,0,270
longshot-base,mage-base,Longshot base,Mage base,79,1779879072,b,13,false,0,270
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,0,4173106698,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,1,4189884317,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,2,4139551460,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,3,4156329079,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,4,4105996222,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,5,4122773841,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,6,4072440984,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,7,4089218603,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,8,4038885746,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,9,4055663365,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,10,3503697239,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,11,3486919620,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,12,3537252477,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,13,3520474858,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,14,3436586763,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,15,3419809144,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,16,3470142001,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,17,3453364382,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,18,3369476287,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,19,3352698668,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,20,1053723580,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,21,1070501199,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,22,1087278818,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,23,1104056437,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,24,986613104,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,25,1003390723,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,26,1020168342,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,27,1036945961,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,28,1187944532,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,29,1204722151,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,30,1154536389,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,31,1137758770,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,32,1120981151,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,33,1104203532,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,34,1087425913,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,35,1070648294,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,36,1053870675,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,37,1037093056,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,38,1288757341,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,39,1271979722,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,40,3536413834,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,41,3553191453,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,42,3502858596,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,43,3519636215,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,44,3469303358,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,45,3486080977,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,46,3435748120,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,47,3452525739,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,48,3402192882,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,49,3418970501,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,50,952910771,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,51,936133152,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,52,986466009,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,53,969688390,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,54,1020021247,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,55,1003243628,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,56,1053576485,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,57,1036798866,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,58,1087131723,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,59,1070354104,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,60,3334788216,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,61,3351565835,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,62,3368343454,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,63,3385121073,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,64,3401898692,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,65,3418676311,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,66,3435453930,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,67,3452231549,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,68,3200567264,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,69,3217344883,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,70,3435601025,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,71,3418823406,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,72,3402045787,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,73,3385268168,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,74,3502711501,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,75,3485933882,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,76,3469156263,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,77,3452378644,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,78,3301380073,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,79,3284602454,a,15.55,false,243,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,0,2961165974,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,1,2977943593,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,2,2927610736,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,3,2944388355,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,4,3028276450,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,5,3045054069,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,6,2994721212,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,7,3011498831,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,8,3095386926,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,9,3112164545,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,10,2234816347,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,11,2218038728,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,12,2268371585,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,13,2251593966,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,14,2301926823,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,15,2285149204,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,16,2335482061,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,17,2318704442,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,18,2100595395,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,19,2083817776,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,20,4079809984,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,21,4096587603,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,22,4113365222,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,23,4130142841,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,24,4146920460,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,25,4163698079,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,26,4180475698,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,27,4197253317,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,28,4214030936,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,29,4230808555,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,30,2033190729,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,31,2016413110,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,32,1999635491,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,33,1982857872,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,34,2100301205,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,35,2083523586,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,36,2066745967,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,37,2049968348,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,38,2167411681,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,39,2150634062,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,40,4147906198,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,41,4164683817,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,42,4114350960,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,43,4131128579,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,44,4215016674,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,45,4231794293,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,46,4181461436,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,47,4198239055,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,48,4282127150,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,49,3937473,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,50,4248719007,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,51,4231941388,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,52,4282274245,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,53,4265496626,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,54,4181608531,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,55,4164830912,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,56,4215163769,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,57,4198386150,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,58,87972663,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,59,71195044,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,60,2335629156,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,61,2352406775,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,62,2369184394,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,63,2385962013,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,64,2268518680,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,65,2285296299,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,66,2302073918,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,67,2318851537,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,68,2201408204,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,69,2218185823,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,70,289009901,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,71,272232282,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,72,255454663,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,73,238677044,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,74,221899425,b,17.7,false,0,216
