suite,targetBuild,opponentBuild,targetLabel,opponentLabel,orientation,seedIndex,seed,targetWon,winner,durationSeconds,timeout,hpA,hpB,powerUpTriggers,tier,winPoints
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,9,3535515176,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,9,2548022909,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,10,3311365856,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,10,1378153039,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,11,3328143475,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,11,1361375420,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,12,3344921094,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,12,1411708277,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,13,3361698713,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,13,1394930658,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,14,3378476332,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,14,1311042563,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,15,3395253951,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,15,1294264944,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,16,3412031570,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,16,1344597801,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,17,3428809189,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,17,1327820182,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,18,3445586808,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,18,1512373991,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,19,3462364427,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,19,1495596372,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,20,1466372219,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,20,3760030484,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,21,1449594600,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,21,3776808103,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,22,1499927457,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,22,3793585722,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,23,1483149838,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,23,3810363341,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,24,1533482695,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,24,3692920008,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,25,1516705076,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,25,3709697627,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,26,1567037933,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,26,3726475246,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,27,1550260314,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,27,3743252865,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,28,1332151267,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,28,3625809532,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,29,1315373648,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,29,3642587151,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,30,3512991474,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,30,3860843293,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,31,3529769093,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,31,3844065674,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,32,3479436236,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,32,3827288055,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,33,3496213855,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,33,3810510436,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,34,3445880998,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,34,3793732817,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,35,3462658617,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,35,3776955198,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,36,3412325760,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,36,3760177579,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,37,3429103379,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,37,3743399960,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,38,3647212426,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,38,3726622341,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,39,3663990045,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,39,3709844722,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,40,1667997837,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,40,3558404866,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,41,1651220218,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,41,3575182485,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,42,1634442599,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,42,3524849628,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,43,1617664980,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,43,3541627247,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,44,1600887361,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,44,3491294390,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,45,1584109742,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,45,3508072009,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,46,1567332123,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,46,3457739152,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,47,1550554504,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,47,3474516771,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,48,1533776885,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,48,3692625818,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,49,1516999266,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,49,3709403437,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,50,1567185028,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,50,3659217675,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,51,1583962647,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,51,3642440056,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,52,1600740266,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,52,3692772913,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,53,1617517885,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,53,3675995294,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,54,1500074552,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,54,3726328151,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,55,1516852171,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,55,3709550532,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,56,1533629790,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,56,3759883389,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,57,1550407409,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,57,3743105770,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,58,1432964076,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,58,3524996723,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,59,1449741695,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,59,3508219104,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,60,3480274879,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,60,1209244016,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,61,3463497260,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,61,1226021635,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,62,3513830117,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,62,1242799254,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,63,3497052498,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,63,1259576873,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,64,3413164403,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,64,1276354492,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,65,3396386784,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,65,1293132111,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,66,3446719641,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,66,1309909730,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,67,3429942022,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,67,1326687349,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,68,3614495831,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,68,1343464968,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,69,3597718212,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,69,1360242587,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,70,3379462070,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,70,1310056825,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,71,3396239689,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,71,1293279206,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,72,3345906832,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,72,1276501587,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,73,3362684451,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,73,1259723968,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,74,3446572546,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,74,1377167301,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,75,3463350165,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,75,1360389682,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,76,3413017308,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,76,1343612063,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,77,3429794927,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,77,1326834444,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,78,3513683022,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,78,1444277777,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-a,79,3530460641,true,a,13.25,false,151,0,0,,
role-matrix,gunner-base,brawler-base,Gunner base,Brawler base,target-b,79,1427500158,true,b,13.15,false,0,27,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,0,1753996912,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,0,2317124501,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,1,1770774531,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,1,2300346882,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,2,1787552150,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,2,2283569263,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,3,1804329769,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,3,2266791644,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,4,1821107388,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,4,2250014025,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,5,1837885007,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,5,2233236406,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,6,1854662626,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,6,2216458787,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,7,1871440245,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,7,2199681168,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,8,1888217864,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,8,2451345453,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,9,1904995483,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,9,2434567834,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,10,1513222217,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,10,165737654,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,11,1496444598,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,11,182515273,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,12,1479666979,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,12,132182416,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,13,1462889360,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,13,148960035,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,14,1580332693,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,14,232848130,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,15,1563555074,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,15,249625749,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,16,1546777455,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,16,199292892,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,17,1529999836,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,17,216070511,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,18,1647443169,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,18,299958606,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,19,1630665550,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,19,316736225,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,20,1614035026,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,20,2749240717,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,21,1630812645,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,21,2732463098,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,22,1580479788,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,22,2715685479,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,23,1597257407,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,23,2698907860,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,24,1546924550,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,24,2682130241,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,25,1563702169,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,25,2665352622,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,26,1513369312,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,26,2648575003,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,27,1530146931,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,27,2631797384,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,28,1748255978,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,28,2615019765,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,29,1765033597,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,29,2598242146,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,30,1714847835,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,30,2648427908,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,31,1698070216,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,31,2665205527,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,32,1748403073,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,32,2681983146,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,33,1731625454,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,33,2698760765,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,34,1781958311,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,34,2581317432,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,35,1765180692,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,35,2598095051,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,36,1815513549,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,36,2614872670,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,37,1798735930,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,37,2631650289,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,38,1580626883,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,38,2514206956,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,39,1563849264,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,39,2530984575,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,40,1815660644,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,40,2547615099,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,41,1832438263,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,41,2530837480,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,42,1849215882,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,42,2581170337,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,43,1865993501,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,43,2564392718,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,44,1748550168,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,44,2614725575,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,45,1765327787,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,45,2597947956,true,b,18.1,false,0,145,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-a,46,1782105406,true,a,17.7,false,145,0,0,,
role-matrix,gunner-base,longshot-base,Gunner base,Longshot base,target-b,46,2648280813,true,b,18.1,false,0,145,0,,
