targetBuild,opponentBuild,targetLabel,opponentLabel,orientation,seedIndex,seed,targetWon,winner,durationSeconds,timeout,hpA,hpB
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,62,708720642,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,62,3189368801,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,63,725498261,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,63,3172591182,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,64,608054928,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,64,3222924039,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,65,624832547,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,65,3206146420,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,66,641610166,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,66,3256479277,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,67,658387785,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,67,3239701658,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,68,809386356,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,68,3021592611,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,69,826163975,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,69,3004814992,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,70,775978213,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,70,907465522,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,71,759200594,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,71,924243141,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,72,742422975,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,72,873910284,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,73,725645356,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,73,890687903,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,74,708867737,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,74,840355046,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,75,692090118,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,75,857132665,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,76,675312499,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,76,806799808,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,77,658534880,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,77,823577427,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,78,910199165,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,78,1041686474,false,a,13.4,false,146,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-a,79,893421546,true,a,15.55,false,243,0
longshot-base,brawler-common-build,Longshot base,Brawler common Power-Ups,target-b,79,1058464093,false,a,13.4,false,146,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,0,487580416,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,0,1050708005,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,1,504358035,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,1,1033930386,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,2,521135654,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,2,1017152767,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,3,537913273,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,3,1000375148,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,4,554690892,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,4,983597529,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,5,571468511,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,5,966819910,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,6,588246130,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,6,950042291,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,7,605023749,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,7,933264672,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,8,621801368,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,8,1184928957,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,9,638578987,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,9,1168151338,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,10,4127517849,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,10,2780033286,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,11,4110740230,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,11,2796810905,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,12,4093962611,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,12,2746478048,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,13,4077184992,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,13,2763255667,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,14,4194628325,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,14,2847143762,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,15,4177850706,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,15,2863921381,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,16,4161073087,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,16,2813588524,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,17,4144295468,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,17,2830366143,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,18,4261738801,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,18,2914254238,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,19,4244961182,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,19,2931031857,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,20,4228330658,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,20,1068569053,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,21,4245108277,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,21,1051791434,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,22,4194775420,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,22,1035013815,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,23,4211553039,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,23,1018236196,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,24,4161220182,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,24,1001458577,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,25,4177997801,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,25,984680958,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,26,4127664944,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,26,967903339,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,27,4144442563,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,27,951125720,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,28,67584314,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,28,934348101,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,29,84361933,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,29,917570482,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,30,34176171,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,30,967756244,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,31,17398552,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,31,984533863,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,32,67731409,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,32,1001311482,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,33,50953790,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,33,1018089101,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,34,101286647,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,34,900645768,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,35,84509028,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,35,917423387,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,36,134841885,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,36,934201006,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,37,118064266,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,37,950978625,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,38,4194922515,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,38,833535292,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,39,4178144896,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,39,850312911,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,40,2282524212,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,40,866943435,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,41,2299301831,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,41,850165816,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,42,2316079450,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,42,900498673,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,43,2332857069,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,43,883721054,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,44,2215413736,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,44,934053911,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,45,2232191355,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,45,917276292,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,46,2248968974,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,46,967609149,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,47,2265746593,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,47,950831530,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,48,2148303260,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,48,732722483,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,49,2165080879,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,49,715944864,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,50,2383337021,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,50,766130626,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,51,2366559402,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,51,782908245,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,52,2349781783,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,52,732575388,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,53,2333004164,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,53,749353007,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,54,2316226545,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,54,699020150,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,55,2299448926,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,55,715797769,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,56,2282671307,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,56,665464912,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,57,2265893688,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,57,682242531,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,58,2249116069,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,58,900351578,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,59,2232338450,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,59,917129197,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,60,1947266022,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,60,2812749881,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,61,1964043641,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,61,2795972262,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,62,1913710784,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,62,2779194643,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,63,1930488403,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,63,2762417024,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,64,2014376498,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,64,2879860357,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,65,2031154117,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,65,2863082738,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,66,1980821260,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,66,2846305119,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,67,1997598879,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,67,2829527500,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,68,2081486974,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,68,2946970833,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,69,2098264593,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,69,2930193214,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,70,4195614063,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,70,2711937072,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,71,4178836444,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,71,2728714691,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,72,4229169301,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,72,2745492310,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,73,4212391682,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,73,2762269929,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,74,4128503587,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,74,2779047548,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,75,4111725968,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,75,2795825167,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,76,4162058825,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,76,2812602786,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,77,4145281206,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,77,2829380405,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,78,34867719,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,78,2846158024,false,a,18.1,false,145,0
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-a,79,18090100,false,b,17.7,false,0,216
longshot-base,gunner-common-build,Longshot base,Gunner common Power-Ups,target-b,79,2862935643,false,a,18.1,false,145,0
gunner-base,brawler-base,Gunner base,Brawler base,target-a,0,2474330746,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,0,3495378251,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,1,2491108365,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,1,3478600632,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,2,2440775508,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,2,3528933489,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,3,2457553127,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,3,3512155870,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,4,2407220270,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,4,3562488727,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,5,2423997889,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,5,3545711108,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,6,2373665032,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,6,3596043965,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,7,2390442651,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,7,3579266346,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,8,2340109794,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,8,3361157299,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,9,2356887413,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,9,3344379680,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,10,4212720647,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,10,3998398232,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,11,4195943028,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,11,4015175851,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,12,4246275885,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,12,4031953470,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,13,4229498266,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,13,4048731089,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,14,4145610171,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,14,4065508708,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,15,4128832552,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,15,4082286327,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,16,4179165409,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,16,4099063946,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,17,4162387790,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,17,4115841565,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,18,4078499695,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,18,3864177280,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,19,4061722076,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,19,3880954899,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,20,1762746988,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,20,1616520787,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,21,1779524607,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,21,1599743168,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,22,1796302226,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,22,1650076025,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,23,1813079845,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,23,1633298406,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,24,1695636512,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,24,1683631263,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,25,1712414131,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,25,1666853644,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,26,1729191750,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,26,1717186501,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,27,1745969369,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,27,1700408882,true,b,13.15,false,0,27
gunner-base,brawler-base,Gunner base,Brawler base,target-a,28,1896967940,true,a,13.25,false,151,0
gunner-base,brawler-base,Gunner base,Brawler base,target-b,28,1750741739,true,b,13.15,false,0,27
